id,ts,lat,lon,temp,light
101,2024-05-01 12:33:02,13.8464,100.569,37.25,307.388
102,2024-05-01 12:43:02,13.8464,100.569,37.25,310.928
103,2024-05-01 12:53:02,13.8464,100.569,37.5,334.703
104,2024-05-01 13:03:02,13.8464,100.569,37.25,345.09
105,2024-05-01 13:13:02,13.8464,100.569,37.25,381.039
106,2024-05-01 13:23:02,13.8464,100.569,37.25,410.608
107,2024-05-01 13:33:02,13.8464,100.569,37.75,502.545
108,2024-05-01 13:43:02,13.8464,100.569,38,512.827
109,2024-05-01 13:53:02,13.8464,100.569,38,550.629
110,2024-05-01 14:03:02,13.8464,100.569,37.5,598.876
111,2024-05-01 14:13:02,13.8464,100.569,37.75,639.273
112,2024-05-01 14:23:02,13.8464,100.569,37.75,677.776
113,2024-05-01 14:33:02,13.8464,100.569,37.75,747.507
114,2024-05-01 14:43:02,13.8464,100.569,37.75,830.552
115,2024-05-01 14:53:02,13.8464,100.569,38,985.921
116,2024-05-01 15:03:02,13.8464,100.569,38,1005.54
117,2024-05-01 15:13:02,13.8464,100.569,38,1025.84
118,2024-05-01 15:23:02,13.8464,100.569,38.25,1114.6
119,2024-05-01 15:33:02,13.8464,100.569,38,1076.06
120,2024-05-01 15:43:02,13.8464,100.569,38,1265.34
121,2024-05-01 15:53:02,13.8464,100.569,38.25,1181.44
122,2024-05-01 16:03:03,13.8464,100.569,38.25,1285.4
123,2024-05-01 16:13:03,13.8464,100.569,37.25,1205.423
124,2024-05-01 16:23:03,13.8464,100.569,39.25,1190.28
125,2024-05-01 16:33:03,13.8464,100.569,3.75,1122.59
